HUGO Symbol	Type	Chromosome	Significance	Freq	% Markers Altered
DBNDD2	Amp	20	2.0003e-015	0.33933	1
DDX27	Amp	20	2.0003e-015	0.35056	1
DEFB115	Amp	20	2.0003e-015	0.3618	1
DEFB118	Amp	20	2.0003e-015	0.3618	1
DEFB119	Amp	20	2.0003e-015	0.3618	1
DEFB123	Amp	20	2.0003e-015	0.3618	1
DEFB124	Amp	20	2.0003e-015	0.36404	1
DEFB125	Amp	20	2.0003e-015	0.34382	1
DEFB126	Amp	20	2.0003e-015	0.34607	1
DEFB127	Amp	20	2.0003e-015	0.34607	1
DEFB129	Amp	20	2.0003e-015	0.34831	1
DEFB132	Amp	20	2.0003e-015	0.34607	1
DHX35	Amp	20	2.0003e-015	0.34607	1
DIDO1	Amp	20	2.0003e-015	0.34157	1
DLGAP4	Amp	20	2.0003e-015	0.36854	1
DNAJC5	Amp	20	2.0003e-015	0.33708	1
DNMT3B	Amp	20	2.0003e-015	0.36404	1
DNTTIP1	Amp	20	2.0003e-015	0.34157	1
DOK5	Amp	20	2.0003e-015	0.33708	1
DPM1	Amp	20	2.0003e-015	0.34607	1
DSTN	Amp	20	2.0003e-015	0.33708	1
DUSP15	Amp	20	2.0003e-015	0.36854	1
DYNLRB1	Amp	20	2.0003e-015	0.36404	1
E2F1	Amp	20	2.0003e-015	0.36404	1
EDEM2	Amp	20	2.0003e-015	0.36854	1
EDN3	Amp	20	2.0003e-015	0.33034	1
EEF1A2	Amp	20	2.0003e-015	0.33933	1
EIF2S2	Amp	20	2.0003e-015	0.36404	1
ELMO2	Amp	20	2.0003e-015	0.33708	1
ENTPD6	Amp	20	2.0003e-015	0.34831	1
EPB41L1	Amp	20	2.0003e-015	0.36854	1
ERGIC3	Amp	20	2.0003e-015	0.36629	1
EYA2	Amp	20	2.0003e-015	0.33258	1
GTSF1L	Amp	20	2.0003e-015	0.33933	1
FAM113A	Amp	20	2.0003e-015	0.34382	1
FAM83C	Amp	20	2.0003e-015	0.36629	1
FAM83D	Amp	20	2.0003e-015	0.34607	1
FKBP1A	Amp	20	2.0003e-015	0.34607	1
FOXS1	Amp	20	2.0003e-015	0.36854	1
C20orf196	Amp	20	2.0003e-015	0.34157	1
C20orf200	Amp	20	2.0003e-015	0.33708	1
C20orf197	Amp	20	2.0003e-015	0.33034	1
APCDD1L	Amp	20	2.0003e-015	0.33258	1
FOXA2	Amp	20	2.0003e-015	0.33933	1
GATA5	Amp	20	2.0003e-015	0.33483	1
GDAP1L1	Amp	20	2.0003e-015	0.33708	1
GDF5	Amp	20	2.0003e-015	0.36629	1
GFRA4	Amp	20	2.0003e-015	0.34157	1
GGT7	Amp	20	2.0003e-015	0.36404	1
GHRH	Amp	20	2.0003e-015	0.35506	1
GINS1	Amp	20	2.0003e-015	0.35281	1
ZNF512B	Amp	20	2.0003e-015	0.33708	1
GMEB2	Amp	20	2.0003e-015	0.34157	1
GNAS	Amp	20	2.0003e-015	0.33034	1
GNRH2	Amp	20	2.0003e-015	0.34382	1
GSS	Amp	20	2.0003e-015	0.36404	1
GTPBP5	Amp	20	2.0003e-015	0.33708	1
HAO1	Amp	20	2.0003e-015	0.33933	1
HARS2	Amp	20	2.0003e-015	0.33708	1
HCK	Amp	20	2.0003e-015	0.36629	1
HM13	Amp	20	2.0003e-015	0.36404	1
HNF4A	Amp	20	2.0003e-015	0.33708	1
HRH3	Amp	20	2.0003e-015	0.33708	1
HSPA12B	Amp	20	2.0003e-015	0.34382	1
ID1	Amp	20	2.0003e-015	0.36629	1
IDH3B	Amp	20	2.0003e-015	0.34157	1
IFT52	Amp	20	2.0003e-015	0.33933	1
INSM1	Amp	20	2.0003e-015	0.33708	1
ITCH	Amp	20	2.0003e-015	0.36404	1
EIF6	Amp	20	2.0003e-015	0.36629	1
ITPA	Amp	20	2.0003e-015	0.34382	1
JAG1	Amp	20	2.0003e-015	0.33933	1
JPH2	Amp	20	2.0003e-015	0.33708	1
KCNB1	Amp	20	2.0003e-015	0.34831	1
KCNG1	Amp	20	2.0003e-015	0.34607	1
KCNK15	Amp	20	2.0003e-015	0.33933	1
KCNQ2	Amp	20	2.0003e-015	0.33708	1
KCNS1	Amp	20	2.0003e-015	0.33708	1
TTI1	Amp	20	2.0003e-015	0.34607	1
NINL	Amp	20	2.0003e-015	0.35955	1
RALGAPB	Amp	20	2.0003e-015	0.34607	1
GPCPD1	Amp	20	2.0003e-015	0.34157	1
KIAA1755	Amp	20	2.0003e-015	0.34607	1
KIF3B	Amp	20	2.0003e-015	0.36404	1
TMEM189-UBE2V1	Amp	20	2.0003e-015	0.35056	1
L3MBTL1	Amp	20	2.0003e-015	0.33933	1
LAMA5	Amp	20	2.0003e-015	0.33708	1
LBP	Amp	20	2.0003e-015	0.34607	1
LPIN3	Amp	20	2.0003e-015	0.34831	1
LSM14B	Amp	20	2.0003e-015	0.33708	1
MAFB	Amp	20	2.0003e-015	0.34607	1
MANBAL	Amp	20	2.0003e-015	0.35506	1
MAP1LC3A	Amp	20	2.0003e-015	0.36404	1
MAPRE1	Amp	20	2.0003e-015	0.36404	1
MATN4	Amp	20	2.0003e-015	0.33933	1
MC3R	Amp	20	2.0003e-015	0.33483	1
MCM8	Amp	20	2.0003e-015	0.33933	1
MKKS	Amp	20	2.0003e-015	0.33708	1
MMP24	Amp	20	2.0003e-015	0.36629	1
MMP9	Amp	20	2.0003e-015	0.34157	1
MOCS3	Amp	20	2.0003e-015	0.34607	1
MRPS26	Amp	20	2.0003e-015	0.34382	1
MYBL2	Amp	20	2.0003e-015	0.33933	1
MYH7B	Amp	20	2.0003e-015	0.36629	1
MYL9	Amp	20	2.0003e-015	0.37079	1
MYLK2	Amp	20	2.0003e-015	0.36629	1
MYT1	Amp	20	2.0003e-015	0.32584	1
NANP	Amp	20	2.0003e-015	0.35955	1
NAPB	Amp	20	2.0003e-015	0.33933	1
NAA20	Amp	20	2.0003e-015	0.33483	1
NCOA3	Amp	20	2.0003e-015	0.33933	1
NCOA5	Amp	20	2.0003e-015	0.33933	1
NCOA6	Amp	20	2.0003e-015	0.36404	1
NDRG3	Amp	20	2.0003e-015	0.37079	1
NEURL2	Amp	20	2.0003e-015	0.34157	1
NFATC2	Amp	20	2.0003e-015	0.34157	1
NFS1	Amp	20	2.0003e-015	0.36629	1
NKX2-2	Amp	20	2.0003e-015	0.33708	1
NOP56	Amp	20	2.0003e-015	0.34157	1
NPEPL1	Amp	20	2.0003e-015	0.33034	1
NSFL1C	Amp	20	2.0003e-015	0.34607	1
NTSR1	Amp	20	2.0003e-015	0.33933	1
NXT1	Amp	20	2.0003e-015	0.33933	1
OGFR	Amp	20	2.0003e-015	0.33933	1
OPRL1	Amp	20	2.0003e-015	0.33483	1
OSBPL2	Amp	20	2.0003e-015	0.33708	1
OTOR	Amp	20	2.0003e-015	0.33483	1
OVOL2	Amp	20	2.0003e-015	0.33708	1
OXT	Amp	20	2.0003e-015	0.34382	1
PAK7	Amp	20	2.0003e-015	0.33933	1
PANK2	Amp	20	2.0003e-015	0.34382	1
PARD6B	Amp	20	2.0003e-015	0.35056	1
PAX1	Amp	20	2.0003e-015	0.33933	1
PCK1	Amp	20	2.0003e-015	0.33708	1
PCMTD2	Amp	20	2.0003e-015	0.32584	1
PCNA	Amp	20	2.0003e-015	0.34157	1
PCSK2	Amp	20	2.0003e-015	0.33483	1
PDRG1	Amp	20	2.0003e-015	0.36854	1
PDYN	Amp	20	2.0003e-015	0.34382	1
PFDN4	Amp	20	2.0003e-015	0.33708	1
PHACTR3	Amp	20	2.0003e-015	0.33034	1
PHF20	Amp	20	2.0003e-015	0.36854	1
PI3	Amp	20	2.0003e-015	0.33933	1
PIGT	Amp	20	2.0003e-015	0.33933	1
PKIG	Amp	20	2.0003e-015	0.33933	1
PLAGL2	Amp	20	2.0003e-015	0.36629	1
PLCB1	Amp	20	2.0003e-015	0.33933	1
PLCB4	Amp	20	2.0003e-015	0.33933	1
PLCG1	Amp	20	2.0003e-015	0.34831	1
PLTP	Amp	20	2.0003e-015	0.34157	1
PLUNC	Amp	20	2.0003e-015	0.36629	1
POFUT1	Amp	20	2.0003e-015	0.36629	1
POLR3F	Amp	20	2.0003e-015	0.33708	1
CTSA	Amp	20	2.0003e-015	0.34157	1
PPP1R16B	Amp	20	2.0003e-015	0.34607	1
PPP1R3D	Amp	20	2.0003e-015	0.33034	1
PPP4R1L	Amp	20	2.0003e-015	0.33258	1
PREX1	Amp	20	2.0003e-015	0.34382	1
ZMYND8	Amp	20	2.0003e-015	0.34157	1
PRND	Amp	20	2.0003e-015	0.34157	1
PRNP	Amp	20	2.0003e-015	0.34157	1
PRNT	Amp	20	2.0003e-015	0.34157	1
PROCR	Amp	20	2.0003e-015	0.36629	1
PROKR2	Amp	20	2.0003e-015	0.33933	1
PRPF6	Amp	20	2.0003e-015	0.33708	1
PSMA7	Amp	20	2.0003e-015	0.33708	1
PSMF1	Amp	20	2.0003e-015	0.34607	1
PTGIS	Amp	20	2.0003e-015	0.35056	1
PTK6	Amp	20	2.0003e-015	0.34157	1
PTPN1	Amp	20	2.0003e-015	0.35056	1
PTPRA	Amp	20	2.0003e-015	0.34382	1
PTPRT	Amp	20	2.0003e-015	0.33933	1
PXMP4	Amp	20	2.0003e-015	0.36404	1
PYGB	Amp	20	2.0003e-015	0.34831	1
R3HDML	Amp	20	2.0003e-015	0.33708	1
RAB22A	Amp	20	2.0003e-015	0.33258	1
RAE1	Amp	20	2.0003e-015	0.33933	1
RALY	Amp	20	2.0003e-015	0.36404	1
RASSF2	Amp	20	2.0003e-015	0.34157	1
RBBP9	Amp	20	2.0003e-015	0.33708	1
RBL1	Amp	20	2.0003e-015	0.36404	1
RBPJL	Amp	20	2.0003e-015	0.33933	1
REM1	Amp	20	2.0003e-015	0.36404	1
RGS19	Amp	20	2.0003e-015	0.33708	1
RIMS4	Amp	20	2.0003e-015	0.33708	1
RIN2	Amp	20	2.0003e-015	0.33483	1
RNF24	Amp	20	2.0003e-015	0.34382	1
RBM38	Amp	20	2.0003e-015	0.33708	1
RBM39	Amp	20	2.0003e-015	0.36629	1
RPN2	Amp	20	2.0003e-015	0.35506	1
RPS21	Amp	20	2.0003e-015	0.33708	1
RRBP1	Amp	20	2.0003e-015	0.33708	1
RSPO4	Amp	20	2.0003e-015	0.34607	1
RTEL1	Amp	20	2.0003e-015	0.34157	1
SALL4	Amp	20	2.0003e-015	0.34382	1
SAMD10	Amp	20	2.0003e-015	0.33708	1
SAMHD1	Amp	20	2.0003e-015	0.36629	1
SCAND1	Amp	20	2.0003e-015	0.36854	1
SCRT2	Amp	20	2.0003e-015	0.34831	1
SDC4	Amp	20	2.0003e-015	0.33933	1
SDCBP2	Amp	20	2.0003e-015	0.34607	1
SEC23B	Amp	20	2.0003e-015	0.33708	1
SEMG1	Amp	20	2.0003e-015	0.33933	1
SEMG2	Amp	20	2.0003e-015	0.33933	1
SERINC3	Amp	20	2.0003e-015	0.33933	1
SRSF6	Amp	20	2.0003e-015	0.33933	1
SGK2	Amp	20	2.0003e-015	0.33933	1
SIGLEC1	Amp	20	2.0003e-015	0.34382	1
SIRPA	Amp	20	2.0003e-015	0.34382	1
SIRPB1	Amp	20	2.0003e-015	0.1618	1
SIRPD	Amp	20	2.0003e-015	0.34831	1
SIRPG	Amp	20	2.0003e-015	0.34607	1
SLA2	Amp	20	2.0003e-015	0.37079	1
SLC12A5	Amp	20	2.0003e-015	0.33933	1
SLC13A3	Amp	20	2.0003e-015	0.33483	1
SLC23A2	Amp	20	2.0003e-015	0.34157	1
SLC24A3	Amp	20	2.0003e-015	0.33483	1
SLC2A10	Amp	20	2.0003e-015	0.33483	1
SLC2A4RG	Amp	20	2.0003e-015	0.33933	1
SLC32A1	Amp	20	2.0003e-015	0.34607	1
SLC35C2	Amp	20	2.0003e-015	0.33708	1
SLC4A11	Amp	20	2.0003e-015	0.34382	1
SLC9A8	Amp	20	2.0003e-015	0.35056	1
SLCO4A1	Amp	20	2.0003e-015	0.33933	1
SLPI	Amp	20	2.0003e-015	0.33933	1
ADIG	Amp	20	2.0003e-015	0.34607	1
SMOX	Amp	20	2.0003e-015	0.34382	1
SNAI1	Amp	20	2.0003e-015	0.35056	1
SNAP25	Amp	20	2.0003e-015	0.33708	1
SNPH	Amp	20	2.0003e-015	0.34607	1
SNRPB	Amp	20	2.0003e-015	0.34157	1
SNRPB2	Amp	20	2.0003e-015	0.33483	1
SNTA1	Amp	20	2.0003e-015	0.36629	1
SNX5	Amp	20	2.0003e-015	0.33708	1
SOX12	Amp	20	2.0003e-015	0.34607	1
SOX18	Amp	20	2.0003e-015	0.33708	1
SPAG4	Amp	20	2.0003e-015	0.36629	1
SUN5	Amp	20	2.0003e-015	0.3618	1
SPATA2	Amp	20	2.0003e-015	0.35056	1
SPINLW1	Amp	20	2.0003e-015	0.33933	1
SPO11	Amp	20	2.0003e-015	0.33933	1
SRC	Amp	20	2.0003e-015	0.35506	1
SRMS	Amp	20	2.0003e-015	0.33933	1
SRXN1	Amp	20	2.0003e-015	0.34831	1
SS18L1	Amp	20	2.0003e-015	0.33708	1
STAU1	Amp	20	2.0003e-015	0.34831	1
STK35	Amp	20	2.0003e-015	0.34382	1
STK4	Amp	20	2.0003e-015	0.33708	1
STMN3	Amp	20	2.0003e-015	0.34157	1
STX16	Amp	20	2.0003e-015	0.33034	1
SULF2	Amp	20	2.0003e-015	0.33933	1
SYCP2	Amp	20	2.0003e-015	0.33034	1
TAF4	Amp	20	2.0003e-015	0.33258	1
TASP1	Amp	20	2.0003e-015	0.33708	1
TBC1D20	Amp	20	2.0003e-015	0.34607	1
TCEA2	Amp	20	2.0003e-015	0.33708	1
TCF15	Amp	20	2.0003e-015	0.34831	1
TCFL5	Amp	20	2.0003e-015	0.33933	1
TFAP2C	Amp	20	2.0003e-015	0.33708	1
TGIF2	Amp	20	2.0003e-015	0.37079	1
TGM2	Amp	20	2.0003e-015	0.34607	1
TGM3	Amp	20	2.0003e-015	0.34382	1
TGM6	Amp	20	2.0003e-015	0.34382	1
TH1L	Amp	20	2.0003e-015	0.33034	1
THBD	Amp	20	2.0003e-015	0.33933	1
TM9SF4	Amp	20	2.0003e-015	0.36629	1
TMC2	Amp	20	2.0003e-015	0.34157	1
PMEPA1	Amp	20	2.0003e-015	0.33483	1
TNFRSF6B	Amp	20	2.0003e-015	0.33933	1
TNNC2	Amp	20	2.0003e-015	0.34157	1
TOMM34	Amp	20	2.0003e-015	0.33708	1
TOP1	Amp	20	2.0003e-015	0.34831	1
TP53INP2	Amp	20	2.0003e-015	0.36404	1
TP53RK	Amp	20	2.0003e-015	0.33483	1
TPD52L2	Amp	20	2.0003e-015	0.33708	1
TPX2	Amp	20	2.0003e-015	0.36629	1
TRIB3	Amp	20	2.0003e-015	0.34607	1
TRPC4AP	Amp	20	2.0003e-015	0.36854	1
TSHZ2	Amp	20	2.0003e-015	0.33483	1
TTLL9	Amp	20	2.0003e-015	0.36854	1
TUBB1	Amp	20	2.0003e-015	0.33034	1
TMX4	Amp	20	2.0003e-015	0.33933	1
UBE2C	Amp	20	2.0003e-015	0.34157	1
UBOX5	Amp	20	2.0003e-015	0.34382	1
UCKL1	Amp	20	2.0003e-015	0.33933	1
VAPB	Amp	20	2.0003e-015	0.33258	1
MAVS	Amp	20	2.0003e-015	0.34382	1
VPS16	Amp	20	2.0003e-015	0.34382	1
VSX1	Amp	20	2.0003e-015	0.34607	1
WFDC10B	Amp	20	2.0003e-015	0.33933	1
WFDC11	Amp	20	2.0003e-015	0.33933	1
WFDC12	Amp	20	2.0003e-015	0.33708	1
WFDC13	Amp	20	2.0003e-015	0.33933	1
WFDC2	Amp	20	2.0003e-015	0.33933	1
WFDC3	Amp	20	2.0003e-015	0.33933	1
WFDC5	Amp	20	2.0003e-015	0.33708	1
WFDC6	Amp	20	2.0003e-015	0.33933	1
WFDC8	Amp	20	2.0003e-015	0.33933	1
WFDC9	Amp	20	2.0003e-015	0.33933	1
WISP2	Amp	20	2.0003e-015	0.33933	1
XKR7	Amp	20	2.0003e-015	0.36854	1
XRN2	Amp	20	2.0003e-015	0.33708	1
YTHDF1	Amp	20	2.0003e-015	0.33483	1
YWHAB	Amp	20	2.0003e-015	0.33708	1
ZBP1	Amp	20	2.0003e-015	0.33708	1
ZCCHC3	Amp	20	2.0003e-015	0.34607	1
ZFP64	Amp	20	2.0003e-015	0.33933	1
ZGPAT	Amp	20	2.0003e-015	0.33933	1
ZHX3	Amp	20	2.0003e-015	0.34831	1
ZNF133	Amp	20	2.0003e-015	0.33708	1
ZNF217	Amp	20	2.0003e-015	0.33933	1
RNF114	Amp	20	2.0003e-015	0.35056	1
ZNF334	Amp	20	2.0003e-015	0.33483	1
ZNF335	Amp	20	2.0003e-015	0.34157	1
GZF1	Amp	20	2.0003e-015	0.33933	1
ZNF337	Amp	20	2.0003e-015	0.3618	1
ZNF341	Amp	20	2.0003e-015	0.36404	1
ZNF343	Amp	20	2.0003e-015	0.34157	1
ZNFX1	Amp	20	2.0003e-015	0.35056	1
ZSWIM1	Amp	20	2.0003e-015	0.34157	1
ZSWIM3	Amp	20	2.0003e-015	0.34157	1
GSTT1	Amp	22	2.0003e-015	0.29438	1
ACOT7	Del	1	1.3853e-011	0.24494	1
SLC45A1	Del	1	5.9173e-008	0.22472	1
AJAP1	Del	1	7.0173e-011	0.2427	1
APITD1	Del	1	0.23509	0.1618	1
ARHGEF16	Del	1	0.00020656	0.19775	1
SLC25A33	Del	1	0.00025828	0.19551	1
C1orf174	Del	1	5.9173e-008	0.22472	1
RNF207	Del	1	2.6047e-012	0.24944	1
C1orf211	Del	1	6.05e-012	0.24944	1
C1orf93	Del	1	0.13716	0.16404	1
CA6	Del	1	2.9605e-006	0.21348	1
CAMTA1	Del	1	1.5803e-009	0.22472	1
CCDC27	Del	1	1.601e-006	0.21573	1
CFHR1	Del	1	0.0013878	0.18652	1
CFHR3	Del	1	1.1792e-015	0.26966	1
CHD5	Del	1	1.1075e-012	0.24944	1
CLSTN1	Del	1	0.0027756	0.18427	1
CTNNBIP1	Del	1	0.0027756	0.18652	1
DFFA	Del	1	0.23509	0.1618	1
DFFB	Del	1	1.1682e-007	0.22247	1
DNAJC11	Del	1	1.5803e-009	0.23596	1
ENO1	Del	1	8.5134e-007	0.21798	1
ERRFI1	Del	1	1.5803e-009	0.23596	1
ESPN	Del	1	3.3835e-010	0.23371	1
TPRG1L	Del	1	5.3986e-006	0.21124	1
RNF207	Del	1	2.6047e-012	0.25169	1
SRSF10	Del	1	5.2957e-005	0.20225	0.5
GPR153	Del	1	1.3853e-011	0.24719	1
GPR157	Del	1	2.9605e-006	0.21348	1
H6PD	Del	1	9.7646e-006	0.20449	1
HES2	Del	1	3.3835e-010	0.2382	1
ZBTB48	Del	1	3.3835e-010	0.2382	1
ICMT	Del	1	4.3274e-012	0.24944	1
KCNAB2	Del	1	1.1075e-012	0.25393	1
TP73-AS1	Del	1	1.601e-006	0.21573	1
CEP104	Del	1	1.1682e-007	0.22022	1
KIF1B	Del	1	0.040266	0.16854	1
KLHL21	Del	1	3.3835e-010	0.2382	1
LRRC47	Del	1	1.601e-006	0.21573	1
LZIC	Del	1	0.0064304	0.17753	1
MEGF6	Del	1	5.2957e-005	0.20225	1
MMEL1	Del	1	0.13716	0.16404	1
NMNAT1	Del	1	0.010314	0.17978	1
NOL9	Del	1	3.3835e-010	0.2382	1
NPHP4	Del	1	1.1075e-012	0.25169	1
OR2T10	Del	1	1.5548e-015	0.26966	1
PANK4	Del	1	0.011603	0.17753	1
PARK7	Del	1	3.3363e-009	0.23371	1
PER3	Del	1	1.4417e-008	0.22921	1
PEX14	Del	1	0.23509	0.1618	0.47059
PGD	Del	1	0.13716	0.16404	1
PHF13	Del	1	1.5516e-010	0.24045	1
PIK3CD	Del	1	0.0011164	0.19101	1
PLCH2	Del	1	0.11767	0.1618	0.4
PLEKHG5	Del	1	2.4675e-010	0.2382	1
PPP1R12B	Del	1	0.23509	0.1618	0.05
PRDM16	Del	1	0.00025828	0.19551	1
RBP7	Del	1	0.034609	0.17079	1
RERE	Del	1	1.1682e-007	0.21798	1
RHD	Del	1	0.00020656	0.19775	1
TMEM201	Del	1	0.00015485	0.2	1
RPL22	Del	1	1.1075e-012	0.25393	1
SLC2A5	Del	1	2.9605e-006	0.21348	1
SLC2A7	Del	1	2.9605e-006	0.21348	1
SPSB1	Del	1	3.0572e-005	0.20449	1
SUSD4	Del	1	0.0004253	0.19551	0.66667
TAS1R1	Del	1	3.3835e-010	0.23596	1
THAP3	Del	1	1.331e-014	0.25393	1
TNFRSF14	Del	1	0.13716	0.16404	1
TNFRSF25	Del	1	1.5516e-010	0.24045	1
TNFRSF9	Del	1	3.3835e-010	0.2382	1
TP73	Del	1	2.2807e-006	0.21348	1
UBE4B	Del	1	0.028952	0.17528	1
UTS2	Del	1	6.9733e-009	0.23146	1
VAMP3	Del	1	3.3363e-009	0.23371	1
WRAP73	Del	1	5.3986e-006	0.21124	1
MUC20	Del	3	2.2866e-007	0.17753	1
FRG1	Del	4	0.0042821	0.18427	1
GALNTL6	Del	4	3.0286e-015	0.26742	0.021429
TUBB4Q	Del	4	0.0042821	0.18427	1
UGT2B17	Del	4	5.1548e-009	0.22921	1
UGT2B28	Del	4	0.00021535	0.19551	1
BTNL3	Del	5	0.028952	0.14607	0.75
PCDHA1	Del	5	0.00068732	0.19551	0.11111
ZDHHC11	Del	5	0.040266	0.17079	1
TMEM181	Del	6	3.3363e-009	0.23371	1
TMEM200A	Del	6	3.1193e-011	0.24494	1
ACAT2	Del	6	2.9417e-008	0.22697	1
PM20D2	Del	6	3.0572e-005	0.20449	1
C6orf204	Del	6	1.1266e-010	0.24045	1
RAET1K	Del	6	1.4417e-008	0.22921	1
AGPAT4	Del	6	3.1193e-011	0.24494	1
AHI1	Del	6	3.1193e-011	0.24494	1
AIG1	Del	6	1.5516e-010	0.24045	1
AIM1	Del	6	5.3986e-006	0.21124	1
BET3L	Del	6	3.3835e-010	0.2382	1
SAMD3	Del	6	3.1193e-011	0.24494	1
AKAP12	Del	6	1.1682e-007	0.22247	1
AKAP7	Del	6	3.1193e-011	0.24494	1
C6orf112	Del	6	5.3986e-006	0.21124	1
ALDH8A1	Del	6	3.1193e-011	0.24494	1
AMD1	Del	6	2.2866e-007	0.22022	1
ANKRD6	Del	6	3.0572e-005	0.20449	1
ARG1	Del	6	1.3853e-011	0.24719	1
ARHGAP18	Del	6	7.0173e-011	0.2427	1
ARID1B	Del	6	1.5516e-010	0.23596	1
ARMC2	Del	6	1.601e-006	0.21573	1
ASCC3	Del	6	2.9605e-006	0.21124	1
ASF1A	Del	6	1.5516e-010	0.24045	1
ATG5	Del	6	9.7646e-006	0.20899	1
B3GAT2	Del	6	0.028952	0.17528	1
BACH2	Del	6	1.7467e-005	0.20674	1
BAI3	Del	6	0.10274	0.1618	1
C6orf176	Del	6	8.0366e-016	0.2809	1
OOEP	Del	6	0.0035288	0.18427	1
ADAT2	Del	6	1.5516e-010	0.24045	1
FAM162B	Del	6	3.3835e-010	0.2382	1
BCKDHB	Del	6	3.0572e-005	0.20449	1
BCLAF1	Del	6	6.05e-012	0.24944	1
BRP44L	Del	6	8.0366e-016	0.27865	1
BVES	Del	6	9.7646e-006	0.20899	1
RPF2	Del	6	2.2866e-007	0.22022	1
SFRS18	Del	6	2.9605e-006	0.21348	1
ZUFSP	Del	6	1.5516e-010	0.24045	1
MRAP2	Del	6	0.00015485	0.2	1
C6orf118	Del	6	5.9575e-015	0.26517	1
C6orf120	Del	6	7.8299e-014	0.25843	1
NCRNA00242	Del	6	1.9058e-013	0.25618	1
KHDC1	Del	6	0.0027756	0.18652	1
MB21D1	Del	6	0.0042821	0.18427	1
LCA5	Del	6	5.2957e-005	0.20225	1
C6orf155	Del	6	0.040266	0.17303	1
UBE2CBP	Del	6	3.0572e-005	0.20449	1
RIPPLY2	Del	6	5.2957e-005	0.20225	1
C6orf162	Del	6	5.2957e-005	0.20225	1
C6orf163	Del	6	5.2957e-005	0.20225	1
C6orf165	Del	6	3.0572e-005	0.20449	1
AKIRIN2	Del	6	3.0572e-005	0.20449	1
MMS22L	Del	6	5.3986e-006	0.21124	1
C6orf168	Del	6	1.601e-006	0.21573	1
C6orf170	Del	6	3.3835e-010	0.2382	1
CENPW	Del	6	3.1193e-011	0.24494	1
C6orf174	Del	6	3.1193e-011	0.24494	1
CEP57L1	Del	6	2.9605e-006	0.21348	1
FAM26E	Del	6	1.5516e-010	0.24045	1
THEMIS	Del	6	3.1193e-011	0.24494	1
C6orf191	Del	6	7.0173e-011	0.2427	1
C6orf192	Del	6	3.1193e-011	0.24494	1
AKD1	Del	6	8.5134e-007	0.21798	1
C6orf203	Del	6	5.3986e-006	0.21124	1
C6orf204	Del	6	7.0173e-011	0.24045	1
C6orf208	Del	6	1.9058e-013	0.25618	1
C6orf211	Del	6	1.1682e-007	0.22247	1
CLVS2	Del	6	1.5803e-009	0.23596	1
GTF3C6	Del	6	2.2866e-007	0.22022	1
NCRNA00300	Del	6	3.0286e-015	0.26742	1
VTA1	Del	6	3.1193e-011	0.24494	1
C6orf57	Del	6	0.055978	0.17079	1
C6orf58	Del	6	3.1193e-011	0.24494	1
FAM184A	Del	6	1.5516e-010	0.24045	1
NDUFAF4	Del	6	2.9605e-006	0.21348	1
NUS1	Del	6	1.5516e-010	0.24045	1
C6orf70	Del	6	7.8299e-014	0.25843	1
IYD	Del	6	5.9173e-008	0.22472	1
C6orf72	Del	6	6.9733e-009	0.23146	1
TRMT11	Del	6	3.1193e-011	0.24494	1
FAM26D	Del	6	1.5516e-010	0.24045	1
RMND1	Del	6	1.1682e-007	0.22247	1
C6orf97	Del	6	1.1682e-007	0.22247	1
CASP8AP2	Del	6	1.7467e-005	0.20674	1
CCDC28A	Del	6	6.05e-012	0.24944	1
CCNC	Del	6	5.3986e-006	0.21124	1
CCR6	Del	6	5.9575e-015	0.26517	1
CD109	Del	6	0.0027756	0.18652	1
CD164	Del	6	1.601e-006	0.21573	1
CDK19	Del	6	2.2866e-007	0.22022	1
CDC40	Del	6	1.601e-006	0.21573	1
CGA	Del	6	5.2957e-005	0.20225	1
CITED2	Del	6	6.05e-012	0.24944	1
CNKSR3	Del	6	5.9173e-008	0.22472	1
CNR1	Del	6	3.0572e-005	0.20449	1
COL12A1	Del	6	0.0011164	0.19101	1
COL19A1	Del	6	0.076445	0.16854	1
COL9A1	Del	6	0.076445	0.16854	1
COQ3	Del	6	2.9605e-006	0.21348	1
COX7A2	Del	6	0.0011164	0.19101	1
MED23	Del	6	2.2523e-011	0.24494	1
CTGF	Del	6	3.1193e-011	0.24494	1
GJA10	Del	6	1.7467e-005	0.20674	1
CYB5R4	Del	6	5.2957e-005	0.2	1
DACT2	Del	6	3.212e-014	0.26067	1
DCBLD1	Del	6	1.5516e-010	0.24045	1
DDO	Del	6	2.2866e-007	0.22022	1
DDX43	Del	6	0.0042821	0.18427	1
ADAT2	Del	6	1.5516e-010	0.24045	1
LYRM2	Del	6	3.0572e-005	0.20449	1
DLL1	Del	6	6.05e-012	0.24944	1
DOPEY1	Del	6	3.0572e-005	0.20449	1
DUSP22	Del	6	1.5803e-009	0.23371	1
DYNLT1	Del	6	1.5803e-009	0.23596	1
ECHDC1	Del	6	3.1193e-011	0.2427	1
EEF1A1	Del	6	0.0027756	0.18652	1
ELOVL4	Del	6	3.0572e-005	0.20449	1
ENPP1	Del	6	3.1193e-011	0.24494	1
ENPP3	Del	6	3.1193e-011	0.24494	1
EPB41L2	Del	6	3.1193e-011	0.24494	1
EPHA7	Del	6	5.3986e-006	0.21124	1
EPM2A	Del	6	1.5803e-009	0.23596	1
